,emoji,sentiment
2074,👨🏼‍🚒,"AnalyzerOutput(output=NEU, probas={NEU: 0.954, POS: 0.040, NEG: 0.006})"
2075,👨🏾‍⚕️,"AnalyzerOutput(output=NEU, probas={NEU: 0.969, POS: 0.023, NEG: 0.009})"
2076,👨🏾‍🦳,"AnalyzerOutput(output=NEU, probas={NEU: 0.960, POS: 0.033, NEG: 0.007})"
2077,👨🏿‍🏭,"AnalyzerOutput(output=NEU, probas={NEU: 0.967, POS: 0.025, NEG: 0.009})"
2078,👨🏿‍💻,"AnalyzerOutput(output=NEU, probas={NEU: 0.941, POS: 0.053, NEG: 0.007})"
2079,👩‍❤️‍👩,"AnalyzerOutput(output=NEU, probas={NEU: 0.958, NEG: 0.025, POS: 0.017})"
2080,👩‍❤️‍💋‍👨,"AnalyzerOutput(output=NEU, probas={NEU: 0.946, POS: 0.049, NEG: 0.005})"
2081,👩🏻‍🦲,"AnalyzerOutput(output=NEU, probas={NEU: 0.963, POS: 0.022, NEG: 0.015})"
2082,👩🏽‍🏭,"AnalyzerOutput(output=NEU, probas={NEU: 0.965, POS: 0.027, NEG: 0.008})"
2083,👩🏾‍💻,"AnalyzerOutput(output=NEU, probas={NEU: 0.948, POS: 0.046, NEG: 0.006})"
2084,👩🏿‍🍳,"AnalyzerOutput(output=NEU, probas={NEU: 0.967, POS: 0.025, NEG: 0.008})"
2085,👩🏿‍🏭,"AnalyzerOutput(output=NEU, probas={NEU: 0.968, POS: 0.022, NEG: 0.010})"
2086,👮🏻‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.963, POS: 0.031, NEG: 0.006})"
2087,👮🏼‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.969, POS: 0.025, NEG: 0.006})"
2088,👮🏽,"AnalyzerOutput(output=NEU, probas={NEU: 0.968, POS: 0.022, NEG: 0.010})"
2089,👰,"AnalyzerOutput(output=NEU, probas={NEU: 0.963, POS: 0.029, NEG: 0.007})"
2090,👳🏽‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.965, POS: 0.028, NEG: 0.007})"
2091,👷🏻‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.963, POS: 0.031, NEG: 0.006})"
2092,👷🏼,"AnalyzerOutput(output=NEU, probas={NEU: 0.963, POS: 0.030, NEG: 0.006})"
2093,👷🏽‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.965, POS: 0.028, NEG: 0.007})"
2094,👼🏼,"AnalyzerOutput(output=NEU, probas={NEU: 0.914, POS: 0.083, NEG: 0.004})"
2095,💁🏽,"AnalyzerOutput(output=NEU, probas={NEU: 0.956, POS: 0.040, NEG: 0.005})"
2096,💁🏿‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.969, POS: 0.023, NEG: 0.008})"
2097,💅🏾,"AnalyzerOutput(output=NEU, probas={NEU: 0.954, POS: 0.041, NEG: 0.005})"
2098,💇‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.935, POS: 0.034, NEG: 0.031})"
2099,💈,"AnalyzerOutput(output=NEU, probas={NEU: 0.938, POS: 0.055, NEG: 0.007})"
2100,🔕,"AnalyzerOutput(output=NEU, probas={NEU: 0.945, POS: 0.049, NEG: 0.006})"
2101,🕧,"AnalyzerOutput(output=NEU, probas={NEU: 0.940, POS: 0.053, NEG: 0.007})"
2102,🖲️,"AnalyzerOutput(output=NEU, probas={NEU: 0.944, POS: 0.047, NEG: 0.009})"
2103,🗂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.943, POS: 0.050, NEG: 0.007})"
2104,🙇🏼,"AnalyzerOutput(output=NEU, probas={NEU: 0.951, POS: 0.044, NEG: 0.006})"
2105,🙋🏾,"AnalyzerOutput(output=NEU, probas={NEU: 0.961, POS: 0.034, NEG: 0.005})"
2106,🙎,"AnalyzerOutput(output=NEU, probas={NEU: 0.889, NEG: 0.084, POS: 0.027})"
2107,🙏️,"AnalyzerOutput(output=NEU, probas={NEU: 0.944, POS: 0.044, NEG: 0.012})"
2108,🚏,"AnalyzerOutput(output=NEU, probas={NEU: 0.947, POS: 0.042, NEG: 0.012})"
2109,🚣🏼‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.969, POS: 0.025, NEG: 0.006})"
2110,🚣🏽‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.965, POS: 0.028, NEG: 0.007})"
2111,🛀🏻,"AnalyzerOutput(output=NEU, probas={NEU: 0.954, POS: 0.041, NEG: 0.005})"
2112,🤙🏿,"AnalyzerOutput(output=NEU, probas={NEU: 0.945, POS: 0.050, NEG: 0.004})"
2113,🤰🏾,"AnalyzerOutput(output=NEU, probas={NEU: 0.968, NEG: 0.021, POS: 0.011})"
2114,🤵🏼,"AnalyzerOutput(output=NEU, probas={NEU: 0.963, POS: 0.032, NEG: 0.005})"
2115,🤸🏼,"AnalyzerOutput(output=NEU, probas={NEU: 0.958, POS: 0.038, NEG: 0.005})"
2116,🤸🏽‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.965, POS: 0.028, NEG: 0.007})"
2117,🤹🏻‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.963, POS: 0.031, NEG: 0.006})"
2118,🥯,"AnalyzerOutput(output=NEU, probas={NEU: 0.891, POS: 0.101, NEG: 0.009})"
2119,🦸🏽‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.965, POS: 0.028, NEG: 0.007})"
2120,🧒🏼,"AnalyzerOutput(output=NEU, probas={NEU: 0.960, POS: 0.033, NEG: 0.007})"
2121,🧒🏾,"AnalyzerOutput(output=NEU, probas={NEU: 0.965, POS: 0.027, NEG: 0.008})"
2122,🧓🏻,"AnalyzerOutput(output=NEU, probas={NEU: 0.958, POS: 0.036, NEG: 0.007})"
2123,🧗‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.935, POS: 0.034, NEG: 0.031})"
2124,🧗🏼‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.969, POS: 0.025, NEG: 0.006})"
2125,🧘🏽,"AnalyzerOutput(output=NEU, probas={NEU: 0.954, POS: 0.042, NEG: 0.004})"
2126,🧛‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.935, POS: 0.034, NEG: 0.031})"
2127,🧜🏻‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.963, POS: 0.031, NEG: 0.006})"
2128,🧜🏽‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.965, POS: 0.028, NEG: 0.007})"
2129,🧝🏻‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.963, POS: 0.031, NEG: 0.006})"
2130,1️,"AnalyzerOutput(output=NEU, probas={NEU: 0.891, POS: 0.074, NEG: 0.035})"
2131,2️,"AnalyzerOutput(output=NEU, probas={NEU: 0.884, POS: 0.073, NEG: 0.043})"
2132,3️,"AnalyzerOutput(output=NEU, probas={NEU: 0.887, POS: 0.082, NEG: 0.031})"
2133,5️,"AnalyzerOutput(output=NEU, probas={NEU: 0.895, POS: 0.075, NEG: 0.030})"
2134,⏸️,"AnalyzerOutput(output=NEU, probas={NEU: 0.943, POS: 0.047, NEG: 0.010})"
2135,☝️🏿,"AnalyzerOutput(output=NEU, probas={NEU: 0.965, POS: 0.028, NEG: 0.007})"
2136,♍,"AnalyzerOutput(output=NEU, probas={NEU: 0.907, POS: 0.087, NEG: 0.006})"
2137,♏,"AnalyzerOutput(output=NEU, probas={NEU: 0.919, POS: 0.073, NEG: 0.008})"
2138,⛸️,"AnalyzerOutput(output=NEU, probas={NEU: 0.940, POS: 0.053, NEG: 0.007})"
2139,✍️🏾,"AnalyzerOutput(output=NEU, probas={NEU: 0.963, POS: 0.029, NEG: 0.008})"
2140,🀄,"AnalyzerOutput(output=NEU, probas={NEU: 0.947, POS: 0.044, NEG: 0.009})"
2141,🇦🇨,"AnalyzerOutput(output=NEU, probas={NEU: 0.958, POS: 0.036, NEG: 0.006})"
2142,🇧🇶,"AnalyzerOutput(output=NEU, probas={NEU: 0.944, POS: 0.049, NEG: 0.007})"
2143,🇬🇬,"AnalyzerOutput(output=NEU, probas={NEU: 0.949, POS: 0.042, NEG: 0.010})"
2144,🇬🇵,"AnalyzerOutput(output=NEU, probas={NEU: 0.961, POS: 0.032, NEG: 0.007})"
2145,🇬🇸,"AnalyzerOutput(output=NEU, probas={NEU: 0.971, POS: 0.023, NEG: 0.006})"
2146,🇯🇪,"AnalyzerOutput(output=NEU, probas={NEU: 0.926, POS: 0.065, NEG: 0.009})"
2147,🇳🇷,"AnalyzerOutput(output=NEU, probas={NEU: 0.966, POS: 0.020, NEG: 0.014})"
2148,🇵,"AnalyzerOutput(output=NEU, probas={NEU: 0.902, POS: 0.052, NEG: 0.046})"
2149,🇸🇯,"AnalyzerOutput(output=NEU, probas={NEU: 0.962, POS: 0.032, NEG: 0.006})"
2150,🇸🇲,"AnalyzerOutput(output=NEU, probas={NEU: 0.953, POS: 0.036, NEG: 0.010})"
2151,🇸🇹,"AnalyzerOutput(output=NEU, probas={NEU: 0.966, POS: 0.028, NEG: 0.006})"
2152,🇹🇰,"AnalyzerOutput(output=NEU, probas={NEU: 0.940, POS: 0.050, NEG: 0.010})"
2153,🇹🇲,"AnalyzerOutput(output=NEU, probas={NEU: 0.965, POS: 0.026, NEG: 0.009})"
2154,🈚,"AnalyzerOutput(output=NEU, probas={NEU: 0.830, POS: 0.167, NEG: 0.003})"
2155,🈯,"AnalyzerOutput(output=NEU, probas={NEU: 0.966, POS: 0.027, NEG: 0.007})"
2156,🈸,"AnalyzerOutput(output=NEU, probas={NEU: 0.958, POS: 0.035, NEG: 0.006})"
2157,🉐,"AnalyzerOutput(output=NEU, probas={NEU: 0.954, POS: 0.040, NEG: 0.006})"
2158,🉑,"AnalyzerOutput(output=NEU, probas={NEU: 0.803, POS: 0.194, NEG: 0.003})"
2159,🍘,"AnalyzerOutput(output=NEU, probas={NEU: 0.936, POS: 0.056, NEG: 0.008})"
2160,🍢,"AnalyzerOutput(output=NEU, probas={NEU: 0.929, POS: 0.063, NEG: 0.009})"
2161,🎚️,"AnalyzerOutput(output=NEU, probas={NEU: 0.939, POS: 0.055, NEG: 0.006})"
2162,🏂🏻,"AnalyzerOutput(output=NEU, probas={NEU: 0.948, POS: 0.046, NEG: 0.006})"
2163,🏃🏾‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.973, POS: 0.020, NEG: 0.008})"
2164,🏃🏾‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.973, POS: 0.020, NEG: 0.008})"
2165,🏃🏿,"AnalyzerOutput(output=NEU, probas={NEU: 0.970, POS: 0.022, NEG: 0.009})"
2166,🏄🏻‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.963, POS: 0.031, NEG: 0.006})"
2167,🏄🏽‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.965, POS: 0.028, NEG: 0.007})"
2168,🏄🏾,"AnalyzerOutput(output=NEU, probas={NEU: 0.965, POS: 0.029, NEG: 0.006})"
2169,🏌🏻‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.963, POS: 0.031, NEG: 0.006})"
2170,🏌🏼‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.969, POS: 0.025, NEG: 0.006})"
2171,🏌🏿‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.969, POS: 0.023, NEG: 0.008})"
2172,🏸,"AnalyzerOutput(output=NEU, probas={NEU: 0.930, POS: 0.062, NEG: 0.009})"
2173,👐🏾,"AnalyzerOutput(output=NEU, probas={NEU: 0.949, POS: 0.046, NEG: 0.005})"
2174,👦🏿,"AnalyzerOutput(output=NEU, probas={NEU: 0.951, POS: 0.041, NEG: 0.008})"
2175,👨‍🦱,"AnalyzerOutput(output=NEU, probas={NEU: 0.933, POS: 0.060, NEG: 0.007})"
2176,👨🏼‍🎤,"AnalyzerOutput(output=NEU, probas={NEU: 0.958, POS: 0.035, NEG: 0.007})"
2177,👨🏽‍⚕️,"AnalyzerOutput(output=NEU, probas={NEU: 0.963, POS: 0.029, NEG: 0.008})"
2178,👨🏽‍🎓,"AnalyzerOutput(output=NEU, probas={NEU: 0.962, POS: 0.030, NEG: 0.007})"
2179,👨🏽‍💼,"AnalyzerOutput(output=NEU, probas={NEU: 0.957, POS: 0.037, NEG: 0.006})"
2180,👨🏿‍🍳,"AnalyzerOutput(output=NEU, probas={NEU: 0.963, POS: 0.030, NEG: 0.007})"
2181,👩‍👦‍👦,"AnalyzerOutput(output=NEU, probas={NEU: 0.940, POS: 0.051, NEG: 0.009})"
2182,👩🏻‍🏭,"AnalyzerOutput(output=NEU, probas={NEU: 0.964, POS: 0.028, NEG: 0.008})"
2183,👩🏼‍🏭,"AnalyzerOutput(output=NEU, probas={NEU: 0.966, POS: 0.026, NEG: 0.007})"
2184,👩🏽‍🔧,"AnalyzerOutput(output=NEU, probas={NEU: 0.963, POS: 0.031, NEG: 0.006})"
2185,👩🏽‍🦰,"AnalyzerOutput(output=NEU, probas={NEU: 0.956, POS: 0.037, NEG: 0.006})"
2186,👩🏾‍⚖️,"AnalyzerOutput(output=NEU, probas={NEU: 0.952, NEG: 0.037, POS: 0.011})"
2187,👩🏾‍💼,"AnalyzerOutput(output=NEU, probas={NEU: 0.967, POS: 0.027, NEG: 0.007})"
2188,👩🏿‍💼,"AnalyzerOutput(output=NEU, probas={NEU: 0.964, POS: 0.029, NEG: 0.007})"
2189,👩🏿‍🦳,"AnalyzerOutput(output=NEU, probas={NEU: 0.961, POS: 0.031, NEG: 0.008})"
2190,👮🏼‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.969, POS: 0.025, NEG: 0.006})"
2191,👰🏾,"AnalyzerOutput(output=NEU, probas={NEU: 0.971, POS: 0.022, NEG: 0.008})"
2192,👱🏻‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.963, POS: 0.031, NEG: 0.006})"
2193,👱🏽‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.965, POS: 0.028, NEG: 0.007})"
2194,👳🏻‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.963, POS: 0.031, NEG: 0.006})"
2195,👳🏾‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.973, POS: 0.020, NEG: 0.008})"
2196,👵🏽,"AnalyzerOutput(output=NEU, probas={NEU: 0.964, POS: 0.022, NEG: 0.013})"
2197,👵🏿,"AnalyzerOutput(output=NEU, probas={NEU: 0.963, POS: 0.019, NEG: 0.018})"
2198,👷🏽,"AnalyzerOutput(output=NEU, probas={NEU: 0.962, POS: 0.031, NEG: 0.007})"
2199,👷🏾‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.973, POS: 0.020, NEG: 0.008})"
2200,💁🏿‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.969, POS: 0.023, NEG: 0.008})"
2201,💂🏻,"AnalyzerOutput(output=NEU, probas={NEU: 0.962, POS: 0.030, NEG: 0.008})"
2202,💂🏼‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.969, POS: 0.025, NEG: 0.006})"
2203,💂🏼‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.969, POS: 0.025, NEG: 0.006})"
2204,💆🏻‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.963, POS: 0.031, NEG: 0.006})"
2205,💆🏽‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.965, POS: 0.028, NEG: 0.007})"
2206,💇‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.935, POS: 0.034, NEG: 0.031})"
2207,💇🏻‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.963, POS: 0.031, NEG: 0.006})"
2208,📫,"AnalyzerOutput(output=NEU, probas={NEU: 0.936, NEG: 0.051, POS: 0.013})"
2209,🔏,"AnalyzerOutput(output=NEU, probas={NEU: 0.918, NEG: 0.071, POS: 0.011})"
2210,🕡,"AnalyzerOutput(output=NEU, probas={NEU: 0.940, POS: 0.053, NEG: 0.007})"
2211,🕤,"AnalyzerOutput(output=NEU, probas={NEU: 0.937, POS: 0.057, NEG: 0.007})"
2212,🕵🏻,"AnalyzerOutput(output=NEU, probas={NEU: 0.959, POS: 0.035, NEG: 0.007})"
2213,🕵🏻‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.963, POS: 0.031, NEG: 0.006})"
2214,🕵🏼‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.969, POS: 0.025, NEG: 0.006})"
2215,🕵🏿‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.969, POS: 0.023, NEG: 0.008})"
2216,🖖🏿,"AnalyzerOutput(output=POS, probas={POS: 0.504, NEU: 0.493, NEG: 0.003})"
2217,🙅🏿‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.969, POS: 0.023, NEG: 0.008})"
2218,🙆🏻,"AnalyzerOutput(output=NEU, probas={NEU: 0.940, POS: 0.056, NEG: 0.003})"
2219,🙆🏼,"AnalyzerOutput(output=NEU, probas={NEU: 0.939, POS: 0.058, NEG: 0.003})"
2220,🙆🏽,"AnalyzerOutput(output=NEU, probas={NEU: 0.944, POS: 0.052, NEG: 0.004})"
2221,🙆🏿‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.969, POS: 0.023, NEG: 0.008})"
2222,🙇🏾‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.973, POS: 0.020, NEG: 0.008})"
2223,🙇🏿‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.969, POS: 0.023, NEG: 0.008})"
2224,🙋🏿,"AnalyzerOutput(output=NEU, probas={NEU: 0.960, POS: 0.034, NEG: 0.006})"
2225,🙍‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.935, POS: 0.034, NEG: 0.031})"
2226,🙍🏻‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.963, POS: 0.031, NEG: 0.006})"
2227,🙍🏽‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.965, POS: 0.028, NEG: 0.007})"
2228,🚟,"AnalyzerOutput(output=NEU, probas={NEU: 0.955, POS: 0.037, NEG: 0.008})"
2229,🚣🏻,"AnalyzerOutput(output=NEU, probas={NEU: 0.961, POS: 0.034, NEG: 0.005})"
2230,🚳,"AnalyzerOutput(output=NEU, probas={NEU: 0.714, NEG: 0.274, POS: 0.012})"
2231,🚵🏻‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.963, POS: 0.031, NEG: 0.006})"
2232,🚵🏾‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.973, POS: 0.020, NEG: 0.008})"
2233,🛄,"AnalyzerOutput(output=NEU, probas={NEU: 0.957, POS: 0.036, NEG: 0.007})"
2234,🤶🏼,"AnalyzerOutput(output=NEU, probas={NEU: 0.945, POS: 0.050, NEG: 0.005})"
2235,🤸🏼‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.969, POS: 0.025, NEG: 0.006})"
2236,🤸🏾‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.973, POS: 0.020, NEG: 0.008})"
2237,🤸🏿‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.969, POS: 0.023, NEG: 0.008})"
2238,🤹🏻‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.963, POS: 0.031, NEG: 0.006})"
2239,🤹🏽‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.965, POS: 0.028, NEG: 0.007})"
2240,🤼🏼‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.969, POS: 0.025, NEG: 0.005})"
2241,🤽🏼‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.969, POS: 0.025, NEG: 0.006})"
2242,🤽🏾‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.973, POS: 0.020, NEG: 0.008})"
2243,🤾🏻‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.963, POS: 0.031, NEG: 0.006})"
2244,🤾🏽‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.965, POS: 0.028, NEG: 0.007})"
2245,🥏,"AnalyzerOutput(output=NEU, probas={NEU: 0.899, POS: 0.095, NEG: 0.006})"
2246,🦹🏼‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.969, POS: 0.025, NEG: 0.006})"
2247,🦹🏽‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.965, POS: 0.028, NEG: 0.007})"
2248,🦹🏿‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.969, POS: 0.023, NEG: 0.008})"
2249,🧓🏽,"AnalyzerOutput(output=NEU, probas={NEU: 0.957, POS: 0.037, NEG: 0.006})"
2250,🧔🏾,"AnalyzerOutput(output=NEU, probas={NEU: 0.960, POS: 0.034, NEG: 0.006})"
2251,🧖🏼‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.969, POS: 0.025, NEG: 0.006})"
2252,🧗🏻‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.963, POS: 0.031, NEG: 0.006})"
2253,🧗🏾‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.973, POS: 0.020, NEG: 0.008})"
2254,🧗🏾‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.973, POS: 0.020, NEG: 0.008})"
2255,🧘🏻,"AnalyzerOutput(output=NEU, probas={NEU: 0.954, POS: 0.041, NEG: 0.004})"
2256,🧘🏾,"AnalyzerOutput(output=NEU, probas={NEU: 0.964, POS: 0.031, NEG: 0.005})"
2257,🧘🏿‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.969, POS: 0.023, NEG: 0.008})"
2258,🧙🏻,"AnalyzerOutput(output=NEU, probas={NEU: 0.954, POS: 0.039, NEG: 0.006})"
2259,🧙🏼‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.969, POS: 0.025, NEG: 0.006})"
2260,🧚🏽‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.965, POS: 0.028, NEG: 0.007})"
2261,🧚🏿‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.969, POS: 0.023, NEG: 0.008})"
2262,0️,"AnalyzerOutput(output=NEU, probas={NEU: 0.871, POS: 0.076, NEG: 0.054})"
2263,⏏️,"AnalyzerOutput(output=NEU, probas={NEU: 0.957, POS: 0.024, NEG: 0.020})"
2264,⏮️,"AnalyzerOutput(output=NEU, probas={NEU: 0.950, POS: 0.044, NEG: 0.006})"
2265,☝️🏽,"AnalyzerOutput(output=NEU, probas={NEU: 0.964, POS: 0.029, NEG: 0.007})"
2266,☝️🏾,"AnalyzerOutput(output=NEU, probas={NEU: 0.969, POS: 0.023, NEG: 0.008})"
2267,♊,"AnalyzerOutput(output=NEU, probas={NEU: 0.934, POS: 0.057, NEG: 0.009})"
2268,♐,"AnalyzerOutput(output=NEU, probas={NEU: 0.926, POS: 0.063, NEG: 0.011})"
2269,♓,"AnalyzerOutput(output=NEU, probas={NEU: 0.929, POS: 0.062, NEG: 0.010})"
2270,⛹,"AnalyzerOutput(output=NEU, probas={NEU: 0.864, POS: 0.099, NEG: 0.037})"
2271,✌️🏾,"AnalyzerOutput(output=NEU, probas={NEU: 0.849, POS: 0.148, NEG: 0.003})"
2272,✍️🏼,"AnalyzerOutput(output=NEU, probas={NEU: 0.958, POS: 0.035, NEG: 0.007})"
2273,㊙️,"AnalyzerOutput(output=NEU, probas={NEU: 0.960, POS: 0.032, NEG: 0.008})"
2274,🆑,"AnalyzerOutput(output=NEU, probas={NEU: 0.921, POS: 0.074, NEG: 0.005})"
2275,🇦🇸,"AnalyzerOutput(output=NEU, probas={NEU: 0.963, POS: 0.027, NEG: 0.010})"
2276,🇧🇱,"AnalyzerOutput(output=NEU, probas={NEU: 0.957, POS: 0.033, NEG: 0.010})"
2277,🇨🇨,"AnalyzerOutput(output=NEU, probas={NEU: 0.966, POS: 0.027, NEG: 0.007})"
2278,🇨🇽,"AnalyzerOutput(output=NEU, probas={NEU: 0.907, POS: 0.089, NEG: 0.005})"
2279,🇩,"AnalyzerOutput(output=NEU, probas={NEU: 0.902, POS: 0.052, NEG: 0.046})"
2280,🇫,"AnalyzerOutput(output=NEU, probas={NEU: 0.902, POS: 0.052, NEG: 0.046})"
2281,🇬🇺,"AnalyzerOutput(output=NEU, probas={NEU: 0.940, POS: 0.048, NEG: 0.013})"
2282,🇭,"AnalyzerOutput(output=NEU, probas={NEU: 0.902, POS: 0.052, NEG: 0.046})"
2283,🇮🇴,"AnalyzerOutput(output=NEU, probas={NEU: 0.969, POS: 0.022, NEG: 0.009})"
2284,🇳🇫,"AnalyzerOutput(output=NEU, probas={NEU: 0.951, POS: 0.042, NEG: 0.007})"
2285,🇹🇦,"AnalyzerOutput(output=NEU, probas={NEU: 0.957, POS: 0.034, NEG: 0.009})"
2286,🇹🇫,"AnalyzerOutput(output=NEU, probas={NEU: 0.967, POS: 0.023, NEG: 0.010})"
2287,🇻,"AnalyzerOutput(output=NEU, probas={NEU: 0.902, POS: 0.052, NEG: 0.046})"
2288,🇻🇬,"AnalyzerOutput(output=NEU, probas={NEU: 0.959, POS: 0.033, NEG: 0.008})"
2289,🇾,"AnalyzerOutput(output=NEU, probas={NEU: 0.902, POS: 0.052, NEG: 0.046})"
2290,🇾🇹,"AnalyzerOutput(output=NEU, probas={NEU: 0.949, POS: 0.045, NEG: 0.007})"
2291,🈁,"AnalyzerOutput(output=NEU, probas={NEU: 0.955, POS: 0.038, NEG: 0.007})"
2292,🈷️,"AnalyzerOutput(output=NEU, probas={NEU: 0.960, POS: 0.034, NEG: 0.007})"
2293,🈹,"AnalyzerOutput(output=NEU, probas={NEU: 0.947, POS: 0.048, NEG: 0.006})"
2294,🈺,"AnalyzerOutput(output=NEU, probas={NEU: 0.949, POS: 0.047, NEG: 0.004})"
2295,🏂🏽,"AnalyzerOutput(output=NEU, probas={NEU: 0.948, POS: 0.046, NEG: 0.006})"
2296,🏃🏼,"AnalyzerOutput(output=NEU, probas={NEU: 0.966, POS: 0.027, NEG: 0.006})"
2297,🏄🏻,"AnalyzerOutput(output=NEU, probas={NEU: 0.956, POS: 0.039, NEG: 0.005})"
2298,🏄🏽,"AnalyzerOutput(output=NEU, probas={NEU: 0.955, POS: 0.040, NEG: 0.005})"
2299,🏄🏾‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.973, POS: 0.020, NEG: 0.008})"
2300,🏄🏿‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.969, POS: 0.023, NEG: 0.008})"
2301,🏇🏽,"AnalyzerOutput(output=NEU, probas={NEU: 0.964, POS: 0.030, NEG: 0.006})"
2302,🏊🏼‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.969, POS: 0.025, NEG: 0.006})"
2303,🏊🏽,"AnalyzerOutput(output=NEU, probas={NEU: 0.959, POS: 0.035, NEG: 0.005})"
2304,🏊🏽‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.965, POS: 0.028, NEG: 0.007})"
2305,🏊🏾,"AnalyzerOutput(output=NEU, probas={NEU: 0.968, POS: 0.026, NEG: 0.006})"
2306,🏋🏻‍♀️,"AnalyzerOutput(output=NEU, probas={NEU: 0.963, POS: 0.031, NEG: 0.006})"
2307,🏋🏽‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.965, POS: 0.028, NEG: 0.007})"
2308,🏌🏾‍♂️,"AnalyzerOutput(output=NEU, probas={NEU: 0.973, POS: 0.020, NEG: 0.008})"
2309,👂🏻,"AnalyzerOutput(output=NEU, probas={NEU: 0.942, POS: 0.051, NEG: 0.007})"
